CTE|ELT86964.1	K05030
CTE|ELT89361.1	K10591
CTE|ELT89365.1	K09228
CTE|ELT89368.1	K22037
CTE|ELT89370.1	K13340
CTE|ELT89371.1	K12236
CTE|ELT89373.1	K05157
CTE|ELT89379.1	K05607
CTE|ELT89380.1	K22754
CTE|ELT89381.1	K02186
CTE|ELT89382.1	K12598
CTE|ELT89383.1	K05612
CTE|ELT89385.1	K12375
CTE|ELT89386.1	K14165
CTE|ELT89387.1	K05679
CTE|ELT89389.1	K10695
CTE|ELT89390.1	K02374
CTE|ELT89391.1	K02374
CTE|ELT89394.1	K07374
CTE|ELT89398.1	K22415
CTE|ELT89401.1	K08892
CTE|ELT89411.1	K04403
CTE|ELT89412.1	K06269
CTE|ELT89413.1	K17783
CTE|ELT89416.1	K12177
CTE|ELT89420.1	K19511
CTE|ELT89421.1	K08060
CTE|ELT89422.1	K10457
CTE|ELT89423.1	K17495
CTE|ELT89424.1	K14319
CTE|ELT89427.1	K15335
CTE|ELT89428.1	K01581
CTE|ELT89435.1	K20182
CTE|ELT89436.1	K21847
CTE|ELT89440.1	K17894
CTE|ELT89441.1	K21912
CTE|ELT89442.1	K10520
CTE|ELT89444.1	K20820
CTE|ELT89448.1	K02162
CTE|ELT89451.1	K12662
CTE|ELT89454.1	K18669
CTE|ELT89456.1	K11838
CTE|ELT89457.1	K20069
CTE|ELT89459.1	K04615
CTE|ELT89461.1	K14538
CTE|ELT89463.1	K01310
CTE|ELT89471.1	K04201
CTE|ELT89476.1	K22076
CTE|ELT89477.1	K03676
CTE|ELT89487.1	K13220
CTE|ELT89488.1	K12160
CTE|ELT89489.1	K00666
CTE|ELT89490.1	K22282
CTE|ELT89492.1	K09560
CTE|ELT89493.1	K01262
CTE|ELT89495.1	K00461
CTE|ELT89497.1	K06125
CTE|ELT89498.1	K10446
CTE|ELT89502.1	K13133
CTE|ELT89504.1	K15455
CTE|ELT89506.1	K02890
CTE|ELT89507.1	K09597
CTE|ELT89509.1	K03243
CTE|ELT89510.1	K17383
CTE|ELT89513.1	K10747
CTE|ELT89514.1	K18849
CTE|ELT89517.1	K04194
CTE|ELT89521.1	K16498
CTE|ELT89523.1	K04967
CTE|ELT89525.1	K09228
CTE|ELT89526.1	K13236
CTE|ELT89531.1	K21912
CTE|ELT89533.1	K04829
CTE|ELT89535.1	K22614
CTE|ELT89537.1	K01025
CTE|ELT89538.1	K01025
CTE|ELT89541.1	K11997
CTE|ELT89547.1	K05313
CTE|ELT89548.1	K00999
CTE|ELT89549.1	K15621
CTE|ELT89550.1	K15621
CTE|ELT89551.1	K07378
CTE|ELT89563.1	K07437
CTE|ELT89565.1	K00915
CTE|ELT89566.1	K07427
CTE|ELT89567.1	K08858
CTE|ELT89570.1	K19347
CTE|ELT89571.1	K20364
CTE|ELT89572.1	K21392
CTE|ELT89576.1	K08840
CTE|ELT89577.1	K08840
CTE|ELT89578.1	K13856
CTE|ELT89580.1	K13855
CTE|ELT89582.1	K08272
CTE|ELT89587.1	K04233
CTE|ELT89591.1	K17570
CTE|ELT89592.1	K17570
CTE|ELT89602.1	K08271
CTE|ELT89603.1	K17585
CTE|ELT89605.1	K02377
CTE|ELT89606.1	K00799
CTE|ELT89615.1	K11345
CTE|ELT89619.1	K02183
CTE|ELT89622.1	K14703
CTE|ELT89623.1	K16573
CTE|ELT89624.1	K18740
CTE|ELT89625.1	K10576
CTE|ELT89626.1	K09594
CTE|ELT89627.1	K09648
CTE|ELT89628.1	K13987
CTE|ELT89629.1	K20292
CTE|ELT89630.1	K01206
CTE|ELT89632.1	K01958
CTE|ELT89636.1	K19876
CTE|ELT89637.1	K01581
CTE|ELT89638.1	K01581
CTE|ELT89639.1	K01581
CTE|ELT89640.1	K17259
CTE|ELT89644.1	K00699
CTE|ELT89647.1	K06201
CTE|ELT89650.1	K11125
CTE|ELT89651.1	K10223
CTE|ELT89652.1	K10223
CTE|ELT89655.1	K08283
CTE|ELT89659.1	K20364
CTE|ELT89662.1	K11667
CTE|ELT89663.1	K11529
CTE|ELT89664.1	K17543
CTE|ELT89666.1	K13101
CTE|ELT89670.1	K13700
CTE|ELT89671.1	K06560
CTE|ELT89674.1	K08155
CTE|ELT89675.1	K01489
CTE|ELT89676.1	K18808
CTE|ELT89677.1	K12654
CTE|ELT89678.1	K12654
CTE|ELT89679.1	K08378
CTE|ELT89681.1	K05053
CTE|ELT89682.1	K06238
CTE|ELT89683.1	K02599
CTE|ELT89685.1	K09668
CTE|ELT89689.1	K00471
CTE|ELT89692.1	K07524
CTE|ELT89694.1	K07524
CTE|ELT89695.1	K07368
CTE|ELT89696.1	K05906
CTE|ELT89708.1	K11413
CTE|ELT89712.1	K09377
CTE|ELT89714.1	K09490
CTE|ELT89723.1	K08799
CTE|ELT89724.1	K09383
CTE|ELT89726.1	K12272
CTE|ELT89728.1	K13865
CTE|ELT89733.1	K21912
CTE|ELT89736.1	K14325
CTE|ELT89739.1	K22696
CTE|ELT89740.1	K16449
CTE|ELT89741.1	K13912
CTE|ELT89743.1	K16576
CTE|ELT89748.1	K08866
CTE|ELT89750.1	K14792
CTE|ELT89757.1	K05404
CTE|ELT89759.1	K10446
CTE|ELT89762.1	K05693
CTE|ELT89764.1	K03511
CTE|ELT89767.1	K14782
CTE|ELT89768.1	K05681
CTE|ELT89772.1	K02211
CTE|ELT89775.1	K09341
CTE|ELT89776.1	K09341
CTE|ELT89777.1	K14454
CTE|ELT89779.1	K21852
CTE|ELT89783.1	K04813
CTE|ELT89785.1	K15559
CTE|ELT89789.1	K10260
CTE|ELT89790.1	K07211
CTE|ELT89793.1	K07211
CTE|ELT89802.1	K13748
CTE|ELT89805.1	K08653
CTE|ELT89831.1	K00444
CTE|ELT89833.1	K06560
CTE|ELT89838.1	K11997
CTE|ELT89839.1	K00067
CTE|ELT89843.1	K03131
CTE|ELT89847.1	K13748
CTE|ELT89848.1	K13748
CTE|ELT89849.1	K20828
CTE|ELT89851.1	K10272
CTE|ELT89852.1	K01136
CTE|ELT89855.1	K09360
CTE|ELT89857.1	K09360
CTE|ELT89859.1	K00939
CTE|ELT89860.1	K09355
CTE|ELT89862.1	K21879
CTE|ELT89863.1	K21879
CTE|ELT89868.1	K09562
CTE|ELT89869.1	K07277
CTE|ELT89885.1	K09516
CTE|ELT89887.1	K03002
CTE|ELT89890.1	K14443
CTE|ELT89891.1	K17495
CTE|ELT89892.1	K11154
CTE|ELT89894.1	K05051
CTE|ELT89896.1	K08819
CTE|ELT89898.1	K01476
CTE|ELT89901.1	K02837
CTE|ELT89902.1	K05728
CTE|ELT89903.1	K10450
CTE|ELT89912.1	K10408
CTE|ELT89913.1	K10408
CTE|ELT89914.1	K21774
CTE|ELT89915.1	K04513
CTE|ELT89922.1	K19511
CTE|ELT89928.1	K05039
CTE|ELT89930.1	K19983
CTE|ELT89939.1	K10341
CTE|ELT89941.1	K11731
CTE|ELT89944.1	K15719
CTE|ELT89946.1	K07227
CTE|ELT89947.1	K02015
CTE|ELT89955.1	K01022
CTE|ELT89965.1	K00753
CTE|ELT89966.1	K01035
CTE|ELT89969.1	K15261
CTE|ELT89973.1	K10403
CTE|ELT89974.1	K14973
CTE|ELT89975.1	K07190
CTE|ELT89976.1	K17278
CTE|ELT89977.1	K04615
CTE|ELT89978.1	K04153
CTE|ELT89984.1	K05038
CTE|ELT89985.1	K16744
CTE|ELT89986.1	K09402
CTE|ELT89991.1	K00901
CTE|ELT89993.1	K13299
CTE|ELT89994.1	K03454
CTE|ELT89996.1	K09228
CTE|ELT89997.1	K01183
CTE|ELT90001.1	K10104
CTE|ELT90003.1	K09330
CTE|ELT90006.1	K01769
CTE|ELT90009.1	K00472
CTE|ELT90010.1	K00472
CTE|ELT90016.1	K00569
CTE|ELT90017.1	K10848
CTE|ELT90018.1	K12400
CTE|ELT90019.1	K12400
CTE|ELT90023.1	K18425
CTE|ELT90025.1	K09363
CTE|ELT90027.1	K09363
CTE|ELT90028.1	K10728
CTE|ELT90031.1	K16675
CTE|ELT90037.1	K01590
CTE|ELT90043.1	K03671
CTE|ELT90046.1	K11493
CTE|ELT90048.1	K12832
CTE|ELT90049.1	K03120
CTE|ELT90050.1	K17095
CTE|ELT90051.1	K01519
CTE|ELT90052.1	K14416
CTE|ELT90055.1	K06234
CTE|ELT90056.1	K01749
CTE|ELT90062.1	K14165
CTE|ELT90066.1	K05312
CTE|ELT90082.1	K10739
CTE|ELT90088.1	K07422
CTE|ELT90093.1	K17382
CTE|ELT90094.1	K00861
CTE|ELT90095.1	K01415
CTE|ELT90099.1	K05199
CTE|ELT90100.1	K04809
CTE|ELT90101.1	K19369
CTE|ELT90106.1	K14388
CTE|ELT90109.1	K07841
CTE|ELT90111.1	K00512
CTE|ELT90112.1	K22792
CTE|ELT90113.1	K08104
CTE|ELT90114.1	K08104
CTE|ELT90115.1	K09085
CTE|ELT90124.1	K04514
CTE|ELT90125.1	K03691
CTE|ELT90126.1	K06270
CTE|ELT90127.1	K06270
CTE|ELT90128.1	K06270
CTE|ELT90129.1	K17413
CTE|ELT90132.1	K14556
CTE|ELT90134.1	K06704
CTE|ELT90135.1	K04819
CTE|ELT90136.1	K05312
CTE|ELT90141.1	K01025
CTE|ELT90143.1	K20473
CTE|ELT90144.1	K01485
CTE|ELT90145.1	K12396
CTE|ELT90146.1	K02296
CTE|ELT90150.1	K14388
CTE|ELT90152.1	K00710
CTE|ELT90153.1	K04809
CTE|ELT90159.1	K10274
CTE|ELT90160.1	K10274
CTE|ELT90161.1	K10364
CTE|ELT90163.1	K22537
CTE|ELT90164.1	K07955
CTE|ELT90166.1	K01275
CTE|ELT90168.1	K10249
CTE|ELT90172.1	K14536
CTE|ELT90173.1	K10373
CTE|ELT90175.1	K15187
CTE|ELT90176.1	K01785
CTE|ELT90178.1	K07114
CTE|ELT90179.1	K08585
CTE|ELT90180.1	K09258
CTE|ELT90181.1	K14025
CTE|ELT90189.1	K04986
CTE|ELT90194.1	K05410
CTE|ELT90197.1	K09228
CTE|ELT90198.1	K15272
CTE|ELT90201.1	K04615
CTE|ELT90202.1	K01755
CTE|ELT90204.1	K05039
CTE|ELT90205.1	K05039
CTE|ELT90208.1	K05181
CTE|ELT90215.1	K12383
CTE|ELT90218.1	K00753
CTE|ELT90219.1	K04232
CTE|ELT90221.1	K09228
CTE|ELT90231.1	K00718
CTE|ELT90232.1	K15028
CTE|ELT90233.1	K20364
CTE|ELT90237.1	K07271
CTE|ELT90238.1	K15293
CTE|ELT90241.1	K01251
CTE|ELT90242.1	K00297
CTE|ELT90243.1	K01011
CTE|ELT90245.1	K09624
CTE|ELT90247.1	K14616
CTE|ELT90250.1	K10457
CTE|ELT90253.1	K04628
CTE|ELT90260.1	K19370
CTE|ELT90263.1	K08334
CTE|ELT90265.1	K06642
CTE|ELT90266.1	K06642
CTE|ELT90268.1	K05038
CTE|ELT90270.1	K10461
CTE|ELT90272.1	K17495
CTE|ELT90273.1	K14388
CTE|ELT90275.1	K11310
CTE|ELT90279.1	K10687
CTE|ELT90283.1	K09668
CTE|ELT90291.1	K22237
CTE|ELT90292.1	K12567
CTE|ELT90293.1	K03959
CTE|ELT90296.1	K01025
CTE|ELT90298.1	K14611
CTE|ELT90299.1	K08106
CTE|ELT90300.1	K01183
CTE|ELT90302.1	K19827
CTE|ELT90303.1	K10382
CTE|ELT90304.1	K00744
CTE|ELT90309.1	K09173
CTE|ELT90313.1	K04170
CTE|ELT90314.1	K04170
CTE|ELT90315.1	K06560
CTE|ELT90318.1	K07819
CTE|ELT90323.1	K01017
CTE|ELT90324.1	K04194
CTE|ELT90325.1	K11154
CTE|ELT90328.1	K18024
CTE|ELT90329.1	K14960
CTE|ELT90337.1	K04229
CTE|ELT90344.1	K09291
CTE|ELT90346.1	K01940
CTE|ELT90348.1	K12040
CTE|ELT90355.1	K00963
CTE|ELT90360.1	K05204
CTE|ELT90362.1	K05016
CTE|ELT90363.1	K05016
CTE|ELT90364.1	K05016
CTE|ELT90366.1	K06051
CTE|ELT90368.1	K01058
CTE|ELT90370.1	K19942
CTE|ELT90371.1	K08106
CTE|ELT90372.1	K05213
CTE|ELT90378.1	K05694
CTE|ELT90380.1	K00718
CTE|ELT90381.1	K00718
CTE|ELT90385.1	K13346
CTE|ELT90390.1	K10408
CTE|ELT90391.1	K15687
CTE|ELT90393.1	K20726
CTE|ELT90396.1	K22721
CTE|ELT90399.1	K09183
CTE|ELT90410.1	K17547
CTE|ELT90413.1	K10775
CTE|ELT90418.1	K15255
CTE|ELT90419.1	K06776
CTE|ELT90421.1	K06491
CTE|ELT90422.1	K10738
CTE|ELT90423.1	K15690
CTE|ELT90430.1	K10394
CTE|ELT90431.1	K17575
CTE|ELT90432.1	K00733
CTE|ELT90433.1	K00474
CTE|ELT90434.1	K13201
CTE|ELT90438.1	K15719
CTE|ELT90440.1	K16943
CTE|ELT90442.1	K12419
CTE|ELT90447.1	K00030
CTE|ELT90448.1	K07944
CTE|ELT90452.1	K13703
CTE|ELT90453.1	K00869
CTE|ELT90456.1	K00799
CTE|ELT90458.1	K04560
CTE|ELT90460.1	K07936
CTE|ELT90462.1	K12185
CTE|ELT90463.1	K09115
CTE|ELT90467.1	K10176
CTE|ELT90468.1	K08106
CTE|ELT90471.1	K01136
CTE|ELT90480.1	K04615
CTE|ELT90482.1	K05410
CTE|ELT90483.1	K08202
CTE|ELT90485.1	K08202
CTE|ELT90487.1	K08307
CTE|ELT90497.1	K04306
CTE|ELT90499.1	K13356
CTE|ELT90500.1	K15275
CTE|ELT90501.1	K04320
CTE|ELT90504.1	K06550
CTE|ELT90511.1	K17341
CTE|ELT90515.1	K02599
CTE|ELT90516.1	K01515
CTE|ELT90519.1	K02493
CTE|ELT90520.1	K22823
CTE|ELT90521.1	K06316
CTE|ELT90525.1	K09008
CTE|ELT90526.1	K09228
CTE|ELT90528.1	K04666
CTE|ELT90539.1	K13236
CTE|ELT90540.1	K02976
CTE|ELT90541.1	K13100
CTE|ELT90542.1	K02213
CTE|ELT90543.1	K19360
CTE|ELT90544.1	K19360
CTE|ELT90546.1	K03257
CTE|ELT90547.1	K02917
CTE|ELT90553.1	K07819
CTE|ELT90554.1	K05673
CTE|ELT90559.1	K11173
CTE|ELT90560.1	K16676
CTE|ELT90561.1	K03006
CTE|ELT90563.1	K04399
CTE|ELT90565.1	K06670
CTE|ELT90567.1	K14557
CTE|ELT90569.1	K14557
CTE|ELT90570.1	K17505
CTE|ELT90572.1	K09228
CTE|ELT90575.1	K18592
CTE|ELT90576.1	K18592
CTE|ELT90577.1	K18728
CTE|ELT90579.1	K11088
CTE|ELT90582.1	K01431
CTE|ELT90586.1	K10147
CTE|ELT90587.1	K05756
CTE|ELT90588.1	K06883
CTE|ELT90589.1	K02435
CTE|ELT90590.1	K12890
CTE|ELT90591.1	K10418
CTE|ELT90592.1	K18422
CTE|ELT90593.1	K01365
CTE|ELT90594.1	K04615
CTE|ELT90598.1	K12622
CTE|ELT90599.1	K11997
CTE|ELT90603.1	K01230
CTE|ELT90604.1	K01426
CTE|ELT90607.1	K00747
CTE|ELT90609.1	K15382
CTE|ELT90612.1	K07380
CTE|ELT90613.1	K11459
CTE|ELT90617.1	K01069
CTE|ELT90618.1	K01025
CTE|ELT90619.1	K01025
CTE|ELT90624.1	K11149
CTE|ELT90626.1	K00061
CTE|ELT90638.1	K02599
CTE|ELT90640.1	K22400
CTE|ELT90641.1	K22400
CTE|ELT90643.1	K14590
CTE|ELT90645.1	K22904
CTE|ELT90648.1	K14688
CTE|ELT90649.1	K00953
CTE|ELT90650.1	K15050
CTE|ELT90658.1	K00599
CTE|ELT90659.1	K07928
CTE|ELT90664.1	K02599
CTE|ELT90673.1	K17419
CTE|ELT90674.1	K20305
CTE|ELT90675.1	K04266
CTE|ELT90681.1	K04215
CTE|ELT90682.1	K10443
CTE|ELT90688.1	K13157
CTE|ELT90706.1	K14415
CTE|ELT90707.1	K16343
CTE|ELT90709.1	K14767
CTE|ELT90711.1	K13871
CTE|ELT90724.1	K17402
CTE|ELT90725.1	K01834
CTE|ELT90726.1	K15196
CTE|ELT90727.1	K13282
CTE|ELT90728.1	K10442
CTE|ELT90733.1	K10457
CTE|ELT90734.1	K01745
CTE|ELT90738.1	K05752
CTE|ELT90739.1	K12259
CTE|ELT90740.1	K12229
CTE|ELT90747.1	K01107
CTE|ELT90750.1	K14388
CTE|ELT90753.1	K00992
CTE|ELT90754.1	K03771
CTE|ELT90755.1	K03327
CTE|ELT90756.1	K18744
CTE|ELT90758.1	K14716
CTE|ELT90760.1	K18060
CTE|ELT90761.1	K14838
CTE|ELT90766.1	K15261
CTE|ELT90767.1	K01136
CTE|ELT90768.1	K11997
CTE|ELT90769.1	K03688
CTE|ELT90770.1	K07101
CTE|ELT90771.1	K01736
CTE|ELT90772.1	K01940
CTE|ELT90774.1	K20631
CTE|ELT90777.1	K09310
CTE|ELT90783.1	K06560
CTE|ELT90787.1	K12235
CTE|ELT90793.1	K10203
CTE|ELT90797.1	K01283
CTE|ELT90802.1	K10415
CTE|ELT90805.1	K05681
CTE|ELT90806.1	K21444
CTE|ELT90808.1	K15631
CTE|ELT90810.1	K06850
CTE|ELT90811.1	K06850
CTE|ELT90812.1	K07305
CTE|ELT90813.1	K01283
CTE|ELT90817.1	K10445
CTE|ELT90818.1	K09228
CTE|ELT90819.1	K22503
CTE|ELT90820.1	K00854
CTE|ELT90827.1	K08120
CTE|ELT90833.1	K10457
CTE|ELT90834.1	K22128
CTE|ELT90838.1	K15046
CTE|ELT90842.1	K00135
CTE|ELT90843.1	K01356
CTE|ELT90844.1	K05749
CTE|ELT90848.1	K18439
CTE|ELT90852.1	K19511
CTE|ELT90853.1	K10159
CTE|ELT90856.1	K00940
CTE|ELT90857.1	K14553
CTE|ELT90858.1	K11140
CTE|ELT90862.1	K01054
CTE|ELT90864.1	K14677
CTE|ELT90865.1	K06636
CTE|ELT90873.1	K10279
CTE|ELT90874.1	K03949
CTE|ELT90875.1	K09228
CTE|ELT90877.1	K12196
CTE|ELT90881.1	K14427
CTE|ELT90882.1	K14427
CTE|ELT90883.1	K01116
CTE|ELT90884.1	K01116
CTE|ELT90885.1	K01116
CTE|ELT90886.1	K01116
CTE|ELT90888.1	K08105
CTE|ELT90892.1	K04812
CTE|ELT90894.1	K14942
CTE|ELT90895.1	K01581
CTE|ELT90899.1	K06560
CTE|ELT90901.1	K09495
CTE|ELT90904.1	K01359
CTE|ELT90909.1	K01025
CTE|ELT90911.1	K19721
CTE|ELT90913.1	K19721
CTE|ELT90914.1	K19721
CTE|ELT90919.1	K02599
CTE|ELT90921.1	K00937
CTE|ELT90922.1	K08484
CTE|ELT90927.1	K06560
CTE|ELT90934.1	K04919
CTE|ELT90938.1	K09614
CTE|ELT90940.1	K05003
CTE|ELT90946.1	K19876
CTE|ELT90950.1	K16519
CTE|ELT90951.1	K02154
CTE|ELT90952.1	K12492
CTE|ELT90954.1	K13024
CTE|ELT90956.1	K04398
CTE|ELT90964.1	K01832
CTE|ELT90969.1	K22020
CTE|ELT90970.1	K14293
CTE|ELT90971.1	K02684
CTE|ELT90978.1	K18273
CTE|ELT90979.1	K00699
CTE|ELT90982.1	K19876
CTE|ELT90987.1	K04675
CTE|ELT90989.1	K04266
CTE|ELT91000.1	K12567
CTE|ELT91001.1	K12567
CTE|ELT91002.1	K12567
CTE|ELT91003.1	K12567
CTE|ELT91004.1	K12567
CTE|ELT91005.1	K12567
CTE|ELT91006.1	K12567
CTE|ELT91008.1	K06754
CTE|ELT91010.1	K12567
CTE|ELT91011.1	K12567
CTE|ELT91013.1	K12567
CTE|ELT91015.1	K02768
CTE|ELT91015.1	K08483
CTE|ELT91015.1	K11183
CTE|ELT91016.1	K02947
CTE|ELT91019.1	K10085
CTE|ELT91022.1	K12824
CTE|ELT91026.1	K03582
CTE|ELT91032.1	K20028
CTE|ELT91034.1	K12581
CTE|ELT91035.1	K20363
CTE|ELT91040.1	K01024
CTE|ELT91043.1	K22721
CTE|ELT91048.1	K04127
CTE|ELT91050.1	K01066
CTE|ELT91051.1	K13421
CTE|ELT91052.1	K01710
CTE|ELT91058.1	K21031
CTE|ELT91059.1	K04886
CTE|ELT91060.1	K02542
CTE|ELT91061.1	K03283
CTE|ELT91066.1	K03283
CTE|ELT91074.1	K01315
CTE|ELT91075.1	K17495
CTE|ELT91076.1	K10059
CTE|ELT91077.1	K06233
CTE|ELT91084.1	K20309
CTE|ELT91085.1	K03875
CTE|ELT91091.1	K19882
CTE|ELT91094.1	K10141
CTE|ELT91095.1	K12493
CTE|ELT91099.1	K10420
CTE|ELT91102.1	K03126
CTE|ELT91103.1	K13199
CTE|ELT91105.1	K03754
CTE|ELT91107.1	K11991
CTE|ELT91108.1	K13956
CTE|ELT91112.1	K12323
CTE|ELT91116.1	K22387
CTE|ELT91118.1	K09228
CTE|ELT91119.1	K16453
CTE|ELT91121.1	K16812
CTE|ELT91126.1	K10185
CTE|ELT91127.1	K11130
CTE|ELT91128.1	K20210
CTE|ELT91131.1	K14386
CTE|ELT91136.1	K10842
CTE|ELT91137.1	K15429
CTE|ELT91139.1	K08074
CTE|ELT91140.1	K00649
CTE|ELT91141.1	K11584
CTE|ELT91142.1	K12402
CTE|ELT91143.1	K00863
CTE|ELT91148.1	K03098
CTE|ELT91149.1	K13676
CTE|ELT91150.1	K20003
CTE|ELT91152.1	K01047
CTE|ELT91153.1	K10380
CTE|ELT91159.1	K14996
CTE|ELT91160.1	K15326
CTE|ELT91168.1	K08102
CTE|ELT91169.1	K15407
CTE|ELT91172.1	K00274
CTE|ELT91176.1	K14827
CTE|ELT91178.1	K14863
CTE|ELT91179.1	K13163
CTE|ELT91183.1	K08031
CTE|ELT91184.1	K13953
CTE|ELT91185.1	K14137
CTE|ELT91189.1	K11254
CTE|ELT91190.1	K11251
CTE|ELT91191.1	K11253
CTE|ELT91194.1	K00069
CTE|ELT91195.1	K04808
CTE|ELT91196.1	K00069
CTE|ELT91198.1	K12323
CTE|ELT91201.1	K04811
CTE|ELT91202.1	K05312
CTE|ELT91203.1	K08214
CTE|ELT91204.1	K22037
CTE|ELT91207.1	K00753
CTE|ELT91210.1	K16581
CTE|ELT91212.1	K00693
CTE|ELT91216.1	K08059
CTE|ELT91218.1	K10862
CTE|ELT91219.1	K11583
CTE|ELT91221.1	K03120
CTE|ELT91222.1	K02727
CTE|ELT91224.1	K10579
CTE|ELT91228.1	K01867
CTE|ELT91229.1	K10260
CTE|ELT91230.1	K09654
CTE|ELT91231.1	K22370
CTE|ELT91233.1	K17286
CTE|ELT91235.1	K03017
CTE|ELT91239.1	K01195
CTE|ELT91242.1	K03070
CTE|ELT91244.1	K11501
CTE|ELT91249.1	K20630
CTE|ELT91253.1	K04380
CTE|ELT91255.1	K11322
CTE|ELT91256.1	K04729
CTE|ELT91258.1	K20305
CTE|ELT91261.1	K08568
CTE|ELT91265.1	K16194
CTE|ELT91266.1	K09866
CTE|ELT91268.1	K11600
CTE|ELT91271.1	K07890
CTE|ELT91272.1	K07901
CTE|ELT91275.1	K12877
CTE|ELT91280.1	K10408
CTE|ELT91285.1	K09668
CTE|ELT91286.1	K19626
CTE|ELT91287.1	K13184
CTE|ELT91290.1	K12850
CTE|ELT91291.1	K01540
CTE|ELT91292.1	K15292
CTE|ELT91299.1	K17530
CTE|ELT91309.1	K08739
CTE|ELT91313.1	K11279
CTE|ELT91316.1	K03743
CTE|ELT91320.1	K08770
CTE|ELT91324.1	K21862
CTE|ELT91331.1	K02954
CTE|ELT91340.1	K04984
CTE|ELT91342.1	K11140
CTE|ELT91345.1	K00500
CTE|ELT91350.1	K02602
CTE|ELT91351.1	K13353
CTE|ELT91357.1	K15103
CTE|ELT91365.1	K19907
CTE|ELT91366.1	K05613
CTE|ELT91367.1	K18484
CTE|ELT91373.1	K04218
CTE|ELT91377.1	K20892
CTE|ELT91379.1	K17699
CTE|ELT91381.1	K18667
CTE|ELT91382.1	K16462
CTE|ELT91383.1	K01444
CTE|ELT91385.1	K11833
CTE|ELT91387.1	K04520
CTE|ELT91388.1	K08193
CTE|ELT91389.1	K20020
CTE|ELT91391.1	K06777
CTE|ELT91393.1	K04432
CTE|ELT91395.1	K22641
CTE|ELT91396.1	K12800
CTE|ELT91397.1	K18277
CTE|ELT91398.1	K22641
CTE|ELT91399.1	K09228
CTE|ELT91401.1	K02493
CTE|ELT91403.1	K20224
CTE|ELT91404.1	K12666
CTE|ELT91407.1	K04883
CTE|ELT91408.1	K13524
CTE|ELT91409.1	K17637
CTE|ELT91411.1	K04319
CTE|ELT91413.1	K08741
CTE|ELT91414.1	K09865
CTE|ELT91416.1	K10104
CTE|ELT91418.1	K01733
CTE|ELT91420.1	K04552
CTE|ELT91422.1	K15607
CTE|ELT91430.1	K02887
CTE|ELT91432.1	K05906
CTE|ELT91434.1	K02183
CTE|ELT91436.1	K09228
CTE|ELT91437.1	K09228
CTE|ELT91438.1	K09228
CTE|ELT91440.1	K03257
CTE|ELT91441.1	K00227
CTE|ELT91442.1	K10615
CTE|ELT91444.1	K01336
CTE|ELT91447.1	K20232
CTE|ELT91457.1	K01019
CTE|ELT91459.1	K00069
CTE|ELT91463.1	K12881
CTE|ELT91464.1	K06276
CTE|ELT91466.1	K07605
CTE|ELT91468.1	K22525
CTE|ELT91472.1	K21914
CTE|ELT91476.1	K04256
CTE|ELT91477.1	K14394
CTE|ELT91478.1	K03144
CTE|ELT91479.1	K01873
CTE|ELT91480.1	K00799
CTE|ELT91481.1	K01315
CTE|ELT91483.1	K19573
CTE|ELT91485.1	K19721
CTE|ELT91486.1	K19721
CTE|ELT91489.1	K01315
CTE|ELT91490.1	K15377
CTE|ELT91491.1	K15377
CTE|ELT91492.1	K08545
CTE|ELT91498.1	K15259
CTE|ELT91499.1	K15046
CTE|ELT91500.1	K01873
CTE|ELT91502.1	K11248
CTE|ELT91503.1	K05635
CTE|ELT91505.1	K14521
CTE|ELT91506.1	K04814
CTE|ELT91507.1	K15180
CTE|ELT91508.1	K08705
CTE|ELT91509.1	K02732
CTE|ELT91510.1	K16673
CTE|ELT91512.1	K12174
CTE|ELT91513.1	K01698
CTE|ELT91514.1	K04615
CTE|ELT91519.1	K20002
CTE|ELT91520.1	K01077
CTE|ELT91523.1	K13953
CTE|ELT91524.1	K13953
CTE|ELT91527.1	K06776
CTE|ELT91539.1	K00241
CTE|ELT91540.1	K00772
CTE|ELT91542.1	K00627
CTE|ELT91543.1	K00865
CTE|ELT91544.1	K03169
CTE|ELT91548.1	K17681
CTE|ELT91549.1	K17412
CTE|ELT91550.1	K10457
CTE|ELT91552.1	K14848
CTE|ELT91555.1	K20403
CTE|ELT91562.1	K01687
CTE|ELT91568.1	K20175
CTE|ELT91569.1	K00799
CTE|ELT91571.1	K01895
CTE|ELT91572.1	K16264
CTE|ELT91573.1	K07090
CTE|ELT91576.1	K01934
CTE|ELT91577.1	K03111
CTE|ELT91579.1	K05054
CTE|ELT91585.1	K17795
CTE|ELT91586.1	K01137
CTE|ELT91590.1	K01137
CTE|ELT91594.1	K07819
CTE|ELT91595.1	K08042
CTE|ELT91596.1	K00718
CTE|ELT91599.1	K01136
CTE|ELT91600.1	K07847
CTE|ELT91604.1	K12176
CTE|ELT91607.1	K20051
CTE|ELT91608.1	K06839
CTE|ELT91611.1	K20353
CTE|ELT91614.1	K11251
CTE|ELT91625.1	K09228
CTE|ELT91626.1	K09228
CTE|ELT91630.1	K12527
CTE|ELT91631.1	K01969
CTE|ELT91632.1	K19828
CTE|ELT91634.1	K21548
CTE|ELT91635.1	K02153
CTE|ELT91643.1	K03068
CTE|ELT91652.1	K00871
CTE|ELT91653.1	K20194
CTE|ELT91656.1	K08155
CTE|ELT91657.1	K01477
CTE|ELT91658.1	K03362
